Title,rating-other-user-rating,text,review-date
I can't wait to see it again!,9,"Kung Fu Panda is the story of Po (an overweight, underachieving panda) who spends his days serving noodles at his father's restaurant and his nights dreaming of kung fu greatness. When the wise Master Oogwei (a tortoise) foretells the return of a deadly warrior who is bent on exacting revenge on their village, he and Master Shifu (a red panda) must find the fabled Dragon Warrior who is destined to save them all. Much to everyone's surprise, and seemingly by accident, Master Oogwei chooses Po. With entire village's fate in his hands, Po must face the countless doubters all around him as well as the doubt in his own heart.Though I was excited to go see this movie, I had some reservations. Jack Black's bumbling-yet-lovable shtick can be too much at times, and as a starring actor he can be rather polarizing. I'm happy to say that he blew me away in his role as Po. The part was clearly written for Jack Black and is very much in keeping with his personality, but rather than bringing out that annoying side of his, here he was nothing short of absolutely endearing. I suppose it doesn't hurt that Po is a roly poly panda bear, but Jack Black injected the character with so much heart and soul that you couldn't help rooting for him from the very start, no matter how hopeless it seemed. Indeed, he had the audience laughing out loud by the end of the very first line.Dustin Hoffman shines equally in his role as Master Shifu, the kung fu master charged with training Po in the art. While Po is clearly flawed, Shifu is just as insecure and uncertain due to past tragedy, and he too must learn to trust that destiny will right things in the end. A number of other well-known talents voiced the roles of the Furious Five, a team of warriors trained under Shifu. The Furious Five are all Dragon Warrior hopefuls (as well as Po's idols), until Po is picked over them. It was fun to recognize their voices (Angelina Jolie as Tigress, Lucy Liu as Viper, Seth Rogen as Mantis, Jackie Chan as Monkey, and David Cross as Crane), but their roles were largely unexplored. That's okay, I was so entertained by the developing relationship between Po and Shifu that I wasn't much interested in the rest of them. Other memorable supporting parts were the roles of Po's noodle chef father (who is, inexplicably, a goose), the prison warden (an imposing rhinoceros voiced by Michael Clarke Duncan), and Master Oogwei who was reminiscent of a softer, gentler Master Yoda and is brought to life so beautifully by Randall Duk Kim.The story itself is simple and predictable (and, as some critics have been quick to point out, clichéd), but it is told so well that I can't think of anything I would have changed. Obviously there is an element of the fantastic, but the plot is woven together so seamlessly that it is easy for small children to keep track of and yet interesting enough to keep adults on the edge of their seats. Speaking for myself, there were several scenes that had me biting my nails with anxiety, and others that brought tears to my eyes.Many of the laughs involved classic references to the martial arts movie genre. Having grown up in a household where martial arts movies were a big part of family movie nights, I can tell you that the writers definitely did their homework. Once again, critics will complain that they just recycled old clichés, but that's the point. Anyone who is a fan of old kung fu movies will appreciate how well researched this is. Honestly, anyone who complains of this as being ""unoriginal"" is probably the same kind of movie critic who will complain about there being too much singing and dancing in a musical. It's part of the genre, so love it or leave it. Lastly, the animation was absolutely incredible. Dreamworks really outdid themselves here. The characters' movements were graceful and fluid... well, maybe not Po's so much, but you get what I'm saying. This was absolutely vital in a movie that features so much movement, and the animators did a wonderful job. There was also such incredible attention to detail. I'd like to watch the movie several times over just to take it all in. And the way they captured the treacherous beauty of the Chinese mountain ranges was breathtaking. Several scenes looked just like Chinese watercolor paintings.In closing, I'd definitely recommend this movie to viewers of all ages looking for a movie that is hilarious yet moving, and visually stunning. The whole audience laughed and cried together, and the experience reminded me of why some movies have to be seen in theaters.",15 June 2008
"Animated slapstick, with a plot older than Shakespeare",2,"Might be fine for younger kids who haven't seen this same plot 100 different times. But I had to give up 30 minutes in.Po is a clumsy fool (picture Inspector Clouseau) with a good heart, somehow destined to become a hero and protect the world from an imprisoned villain who's apparently so dangerous that all the guards and kung fu experts in the rest of China can't handle him.When the wise old master selects Po to be the new ""dragon warrior"", the headmaster of the famous kung fu school is outraged, planning to force Po out of training by any means necessary.That's the first 30 minutes. Now really, how many adults reading this don't already know how the story plays out? Cute slapstick, though.",12 February 2009
This movie shows you how it's done.,10,"I saw this movie yesterday and BOY, what a home-run! It's funny, gorgeous, touching, wise and all-around awesome. This is the kind of movie that shows you how to make animation movies that can please adults and children.The tag line of the movie is ""Prepare for awesomeness"" and it is the most honest tag line I've ever read. Within 15 minutes, I was all giddy and repeating to my date ""This is awesome! This is awesome!"".Best line: ""There is no charge for awesomeness or attractiveness."" I gave it 10/10 . Instant classic. I beg you to go see it and I will personally flagellate my penis into a bloody pulp if you are anything but deeply, profoundly happy about seeing it.Go! Go! GO! (and take the kids too!)",21 June 2008
Perfect !,8,"I have just seen Kung Fu Panda and I thought it was brilliant. Never seen this type of flick before. Excellent story, very impressive mystical music (reminded me of Crouching Tiger, Hidden Dragon), a lot of magic, martial arts (can I use this term for this film ?)are blended, great fighting scenes and funny moments. Fighting over a cookie was amazing ! When you watch this film you'll understand what I mean. The end is unpredictable and has a very pleasing finish.This film's as different and unique as Cars or Shrek or Ratatoille when they came out. I was thoroughly entertained. I loved this movie. It's a must-buy DVD for your collection.10/10",21 June 2008
Fun film for the family.,6,"One perfect way to make Jack Black not too annoying: make him a cute computer-generated panda! Another fun, if not all too predictable film, has Po the Panda, a cook for his father's noodle shop, selected as being the legendary Dragon Warrior, much to the chagrin of five kung-fu artists and their master, who have spent their lives and then some trying to attain that goal.The movie is entirely predictable. Don't expect something different or unique done to the status quo of computer-generated animation and storytelling. But of that, Kung Fu Panda is much more entertaining than some of the other recent, past efforts, and the quality is above par as well! I found myself not minding Kung Fu Panda. Jack Black's voice is softer than his other films so Po's character isn't your usual Jack Black-like character. Thumbs up for a job well done.",15 June 2008
Panda Awesomeness,10,"In the climactic kung fu battle wannabe ""Dragon Warrior"" Tai Lung gazes upon the sacred Dragon Scroll which reveals the secret of Martial Arts Mastery and Power, and is left chagrined and perplexed. Panda Po (Jack Black) hysterically admits to the evil and powerful Snow Leopard Tai Lung (Ian McShane), ""I didn't get it the first time either"" Jack Black is awesome as the kung fu Panda in Directors Mark Osbourne and John Stevenson's ""Kung Fu Panda""one of the best movies of the year so far. ""Kung Fu Panda"" is definitely one of the funniest and most entertaining movies in a long while. Screenwriters Jonathan Aibel and Glen Berger, and Storywriters Ethan Reiff and Cyrus Vows' ""Kung Fu Panda"" has an inspiring and familiar message. Even in its familiarity and crisp spot on humor, ""Kung Fu Panda"" is surprisingly touching. After all, this is an unlikely hero's transformation tale. At the story arc Po confesses to Master Shifu (Dustin Hoffman), ""If there is anyone who could... make me, not me""it is Shifu. ""Kung Fu Panda"" also gets it right for the story of martial arts mastery, and perhaps mastery as a whole. This is refreshing and is also a great message for kidsas trite as that sounds.Fat slacker Panda Po, who dreams one day of being a kung fu master, works for his Dad, Mr. Ping (James Hong) in the family noodle shop. Note that Po's father is a duck, who dreams one day that Po will take over the family business. In a bizarre circumstance ancient tortoise Master Oogway (Randal Duk Kim) chooses Po as the Dragon Warrior. As Dragon Warrior, Po inherits the secrets of the sacred Dragon Scroll. The Dragon Warrior must protect the Valley from the powerful Tai Lung, who seeks the Dragon Scroll for himself. Oogway's student Master Shifu (Hoffman) had raised the young and gifted snow leopard Tai Lung (McShane) as his own to become the Dragon Warrior. However, Oogway sensed the darkness in Tai Lung, and dismissed him as Dragon Warrior. Oogway was forced to defeat the enraged Tai Lung, and banish him. Now Tai Lung returns.Shifu tells Oogway he is horribly mistaken in choosing Po. Oogway reminds his old friend, ""There are no accidents."" He also tells Shifu that the Dragon Warrior will bring peace to the Valley and ""bring peace to you"". Shifu's students The Furious FiveTigress, Monkey, Mantis, Crane, and Viper, quickly dismiss Po. Admittedly, Po says ""I sucked more in the history of sucking"" In particular Tigress (insightful and arrogant Angelina Jolie) tells Po, ""You don't belong here."" Here Directors Osbourne and Stevenson deliver their message home. The pitfall of the greatly skilled is arrogance, and this is embodied by the Tigress and the Furious Five, and in fact Shifu. Surprisingly Shifu does not get it, until the end. Shifu can't rely on what he knows to make Po this great Dragon Warrior. A master can only show The Path or The Way, and it is up to the student to reclaim the greatness within. It is all about discipline, courage, and humility. ""Kung Fu Panda"" does all this in a very hilarious and visually spectacular package. I was laughing hysterically during the training session with Po and Shifu as they dueled with chopsticks over a delicious dumpling. The Furious Five trading blows with Tai Lung on the hanging mountain bridges was visually stunning.Jack Black really makes ""Kung Fu Panda"" work. As voiced by Black, Po realizes the ridiculousness of his situation, but ultimately realizes this is his last chance to own up to his own greatness. Black is both hysterical and profoundly genuine. Dustin Hoffman is amazing as Shifu. Ironically and humorously he is a martial arts master, albeit a rodent of some sort, in love with his own accomplishments, clueless to The Way. Fortunately, Po comes into his life. Randal Duk Kim is great as the true Master Oogway. Angelina Jolie is brash and spirited as the skilled Tigress.""Kung Fu Panda"" is one the best movies of the year. Besides being hysterical fun, it has great heart and a wonderful story. See ""Kung Fu Panda"".",15 June 2008
Dreamworks Animation with an Asian Flare,10,"I love shows and movies that are set in Asia and also animal films too...Like this excellent film. In this film, Po the Panda, was the laziest of all the animals in the Valley of Peace and a typical ""I'm your biggest fan"" kind of guy when it comes to the Furious Five. With a powerful enemy Tai Lung the Snow Leopard at the gates, all hope is pinned on a martial arts hero known as ""The Dragon Warrior"" to rise to save the day. When Po unwittingly shows up in the midst of the martial arts competition, the masters are shocked to see that this unmotivated panda bears the mark of the Chosen One. I love (out the Furious Five) Tigress and Monkey. Did you know that the individual fighting styles of the Furious Five members (Crane, Mantis, Tiger, Monkey and Viper) are actual martial art styles modeled after those particular animals.I don't have a favorite scene, because I love the WHOLE film and it's lesson on believing in yourself and being your own hero - age-old lessons that I don't mind at all. And I do love the musical score by Hans Zimmer and John Powell. As I say a million times I love an excellent soundtrack in a movie.",14 June 2008
Crouching Tiger Hidden Dragon + Once Upon a Time in China + Jackie Chan's Drunken Master + Bruce Lee + Shaw Brothers Movies + 3D Animation = Kung Fu Panda,10,"Firstly I can say that I am blown up by this movie. I am a fan of cartoon movies and I also a fan of Kung Fu movies. I can say that this movie is an amalgam of the many past Hong Kong kung fu movies from Shaw Brothers Wire Fu to Bruce Lee to Jackie Chan to Jet Lee in the wrapping of 3D animation.When I watch Po, I remember Jackie Chan in The Drunken Master. When I watch Master Shifu, I remember many of the white haired kung fu teachers characters to Jet Li's Master Wong Fei Hung. When I watch Master Crane, I remember Fu Shen's depiction of Fang Shih Yu on high poles. When I watched Master Tigress and Master Viper, I remember those lady kung fu warriors from Cheng Pei-pei to Michelle Yeoh to Zhang Zi Yi. When I watch Master Mantis and Master Monkey, I remember kung fu stars like Liu Jia Liang, Gordon Liu, and many others.The training devices so much resembles many Shaw Brothers kung fu movies with pivoting parts and so on. I particularly remember the Shao Lin wooden man scenes from those movies.The fight scene between Tai Lung and Master Shifu resembles many scenes from Hong Kong kung fu movies about a skillful students goes bad. The fight scene between the Furious Five and Tai Lung resembles many Jet Li's/Modern kung Fu Movies (like Crouching Tiger Hidden Dragon) fight scenes. The fight scene between Po and Tai Lung is literally taken from Jackie Chan's Drunken Master/old movies. When Master Shifu told Po to hit the doll, Po was imitating Bruce Lee's moves.The story is not unfamiliar in many from zero to hero Kung Fu movies with doubts from the teacher, the hard training and so on, also with the antics and humor in them.In short, this movie encased all the good times in kung fu cinema in the clothing of 3D cartoon animation, almost too much for me to digest. I had a really really really good time watching this movie and could not stop laughing from start to finish.",14 June 2008
A new Classic for both kids and adults...,10,"I didn't have too much hope for this movie, although I like most of Jack Black's movies,and I'm glad to say I was wrong!!! This movie is great in many levels, it ain't silly-funny and doesn't rely on anacronich humor like Shrek heavily does (you know, modern stuff being used on medieval times)or belch and fart jokes, the only ""modern"" thing I found was the fact that Po the main character it's somewhat of a Fan boy of the legendary Kung Fu Warriors (it has their action figures and collects souvenirs), other than that it's a great Kung-fu ""chosen one"" type movie done with the best animation I have seen in years, it felt kinda short, but it's a great film to watch ... and collect.",13 June 2008
On par with Pixar's best,9,"One of the best animated films I've seen in a long while. Dreamworks is finally showing it can overcome the mediocrity of movies like Shrek, Bee Movie, and Madagascar, and put out a film that is not only fun, but shows excellence in animation as well. The CG animation easily stands up next to Pixar's work, and even the 2-D animated opening was beautifully done. I would've loved to see them even do the whole film in that style.Plenty of laughs to be had for audiences of any age. A truly enjoyable movie and likely the best animated film we'll see this year. (Sorry, but Wall-E isn't doing anything for me so far)",13 June 2008
Really cute and fun!,9,"Kung Fu Panda, when I saw this trailer, I have to admit, it looked pretty lame, it just seemed like a typical CGI kids film that wouldn't be much fun for the grown up's and like it would be forced humor. But I decided to go ahead and see the movie today, I'm so glad that I gave it chance because this was such an enjoyable film not just for me, but the kids as well. As I looked around the theater, everyone was just having so much fun watching Kung Fu Panda, the jokes, the animation, the voices, the story, I felt like I was watching real kung fu movie. The action sequences were so exciting and you couldn't help but just cheer for the warriors. I loved how the animals represented all the kung fu movie: the viper, the tiger, the praying mantas, the monkey, the crane, and the panda. This movie is just so much for the entire family to watch.Po is a panda who is just dreaming of one day to learn kung fu like his idols, the fantastic five, but his father wishes for him to take over their noodle restaurant. Bu when Oogway has a vision and tells Shifu that he is having a vision of Tai Lung, a student gone evil, is about to come back, he picks the ""dragon warrior"", which is Po. But Shifu sees Po as well as the fantastic five, they're all disappointed and don't believe in him. But after Tai Lung escapes, Shifu has to learn to believe in Po and help him with the strengths and the ""secret ingredient"" that he has.Kung Fu Panda is one of the year's most fun and entertaining movies that anyone could enjoy. I know that most of Dreamwork's cartoon films are not always as memorable as the Disney and Pixar combination, but they do pull out some great films. I just loved the scene where Shifu is training Po how to fight and they realize that it is food that is Po's strength, the fight for a dumpling was just so much fun and incredibly entertaining. I really enjoyed Kung Fu Panda with a passion, it's a big recommendation, it has great comedy, and some really terrific characters that will all get you in the mood for some kung fu fighting. Not to mention: Jack Black, Jackie Chan, Angelina Jolie, Dustin Hoffman, and Lucy Lui, plus many more, how could you not love a cast like that? Believe me, this is a fun movie.9/10",7 June 2008
"Its hard work that matters, not fate",2,"I hate the idea behind this movie, which is that it doesn't matter how hard you work or train; its all about fate and destiny. You can be a mediocre but if you are the chosen one, don't worry, you will not only surpass everybody else but you will be the best. Tell this to every athlete and see what his response will be. Our kids should learn that to make a difference in sports, you must work hard, train hard, eat well. You will not win a medal just because you horoscope says so. In the movie, although the hero trains and works at last, it will not match the years and whole life dedication of training that other members of the team have. So the movie has a very bad moral teaching.",20 September 2015
"Not really fresh, rather boring",3,"I found Kung Fu Panda to be rather boring and very typical. The plot has been done many times and the other times it were done better. I also found the jokes and gags in this film to be way too childish and immature. I know its meant for children and younger teens but this film just didn't seem that great, and it also sends a rather bad message. Kung Fu Panda brings us absolutely nothing new. Perhaps it's me getting older, but the humor nowadays feels very shallow in these animated movies. And the almost non-stop violence, because there really is. I don't mind action movies, or even martial arts movies but this is clearly a movie with intended major demographics in ages 8-12, and hopefully a sizeable number of high school kids so the music and animation must be perfected. The characters were okay. Jack Black was the right choice for Po, along with the other cast but overall the film was for the most part plain boring.",7 October 2010
Mediocre Panda,5,"Can't believe the number of glowing reviews this has been getting. The Incredibles, the Toy Story movies, Shrek 2, Monsters Inc.--those movies deserve glowing reviews. This one was entertaining but forgettable.The story has no surprises at all. Po is named the Chosen One. Po trains to fight bad guy, initially frustrating crotchety trainer but ultimately winning him over. Po fights bad guy and wins. That's it. That's the whole story.You'd think with a story that thin there'd be lots of room for character development. But there wasn't. There were a lot of pratfalls. Jack Black improvised the occasional bit of funny dialogue, but there weren't a lot of laughs in my theater. The Furious Five characters had no personalities at all. The villain was villainous in the most familiar and boring way possible. Visually, the movie had some nice moments. The fight scenes were fun to watch. I really enjoyed the villain's escape from a very impressive prison. I also liked the look of the turtle Master. And the scene in which Po is trained to become great at kung fu using his desire to eat a dumpling was great. But overall the movie was unsatisfying.",8 June 2008
"Not a disaster, just a bit disappointing.",6,"It is not a disaster, but I thought that ""Kung Fu Panda"" was a bit disappointing.""Kung Fu Panda"" is big, bright and colourful (and, by the way, looks wonderful in an IMAX DMR print). It does have wonderful animation, some nice comedy sequences and good characters, but ""Kung Fu Panda"" is not nearly as funny as it could have been, and is severely lacking in character.I think the worst crime of ""Kung Fu Panda"" is the waste of a potentially top class voice cast. Half the fun of modern animated movies, especially for adults, is in the spotting of various celebrity voices having fun. ""Kung Fu Panda"" manages to leech all of the character and idiosyncraticness out of the voices of fine character actors like Jack Black, Dustin Hoffman, Angelina Jolie, Jackie Chan, and others, that you may as well have used a cast of unknowns.A real shame, then, but not a total waste. My Nephew (12 years old) liked it. My Niece (11 years old) thought that it was OK.",25 August 2008
Really Surprised by this Film,8,"Kung Fu Panda is one of the better animated films of the year. Of course that's not saying much because most animated films are all about humor that is constantly in your face and is on the verge of being annoying. I went to see this on the recommendation of a friend which surprised me since he HATES kids movies like these nowadays. Walking out of this I can say that my friend was right as this really does deliver for a movie called ""Kung Fu Panda."" Now the plot is basically pretty generic. A panda who dreams of becoming a kung fu master, when he just sells noodles. One day he is chosen by the wise old turtle as the one who will stop a evil snow leopard. Then he basically goes through training for most of the movie. The plot is not the glowing part of the movie except their is some charm in seeing this buffoon, for lack of a better term, grow into a kung fu master.No, what makes Kung Fu Panda shine is the action in the movie. And not only the action but the characters as well. I'm talking of course about the villain and the master. The villain in this movie may have seemed pretty generic, but he's the first villain in a long time that actually scared me. And also the old master is pretty well done too. But the action in the movie is spot-on. Some of the action scenes are really intense. The humor in this movie was nice to because it was a departure from that piece of garbage that was Shrek the Third where humor was just out their in the open because it needed to be. None of this humor felt forced, and the opening sequence was just laugh out loud funny. In short, see this movie and go in with an open mind. I'm guessing that you will be pleasantly surprised.",30 June 2008
"""You wanna go see Kung Fu Panda?"" ""....Yes.""",8,"Since the explosion of computer generated animation onto the big screen in recent years, Dreamworks has been the main perpetrator in overexposing the world to the genre. For every brilliant, nurtured and expertly crafted Pixar creation there is a lazy Dreamworks equivalent, heavily relying on pop culture references and famous voice talent to disguise the fact that the films suck. Yes, I'm including Shrek in this. It is a bad movie and after just seven years looks ridiculously dated. So what does any of this have to do with Kung Fu Panda? Well, because somehow Dreamworks have managed to perform a complete U-turn in their thinking and release an animated movie that isn't just good, it is excellent. I say 'somehow,' although it doesn't take William James Sidis to realise that when Pixar are receiving ten times more critical and commercial acclaim than you are, following their blueprint for success might just be a good idea.So what is detailed on this blueprint? A good storyline for a start, which in Kung Fu Panda is essentially Star Wars without the stars. A Panda named Po dreams of becoming a martial arts master whilst stuck in his day job at the noodle restaurant (which, you know, is so indicative of Chinese culture.) He gets his shot when Yoda makes Obi-Wan Kenobi take Po as a padawan and train him in the ways of the kung fu force just in time to combat the evil Darth Vader, who has recently escaped from a prison staffed entirely by rhinos and is looking to exact bloody vengeance on his former master and rule the Chinese galaxy. Except in this case Yoda is a tortoise named Oogway, Obi-Wan is...something called Shifu and Vader is a snow leopard named Tai Lung. Additionally, there are five other martial arts masters, the legendary Furious Five (a tiger, a crane, a mantis, a viper and a monkey), who were trained by Shifu and do not take kindly to Po's intrusion into their perfectly balanced lives. Intersperse this with several scenes of ass kicking seemingly lifted from Jackie Chan's 'Legend of the Drunken Master' and you have one potent recipe for success.However, the characters must be interesting and likable for the story to work. Thankfully they all are. From the initial dream narration of Jack Black's eponymous panda (his first truly funny role since 'School Of Rock') through to the final scene, the excellent voice work coupled with the stellar animation brings each and every character satisfyingly to life. Stand-outs include Dustin Hoffman as master Shifu, Ian McShane, who introduces a sense of dignity into Tai Lung not consistent with bad guys in children's films, and Randall Duk Kim as Oogway, who receives some of the funniest lines. He also pulls the best facial expressions.The only problem with Kung Fu Panda is the relative under-utilisation of the Furious Five. Here we have characters voiced by the likes of Angelina Jolie, Jackie Chan, Seth Rogen, Lucy Liu and David Crane and they are not really given enough chances to speak at all. Jackie Chan's Monkey, for instance, has about three lines of dialogue. Also, aside from their fantastic fight scene against Tai-Lung, they have little to do. This is clearly something to be exploited for the inevitable sequels, unless the whole word goes mental and decides to see Shrek 4 in record numbers, prompting parts 5 to 8 to be rushed into production instead of KFPII. Luckily, the world will then explode from the sheer irrationality of that event ever happening, so we'll never have to see them.Basically, Dreamworks have produced a movie that both fans and people that intensely dislike their studio will enjoy. Sure, it probably won't be as rewarding as Pixar's Wall-E but who cares? As master Oogway says, ""Quit, don't quit. Noodles, don't noodles."" Think about that one. Or don't.",29 June 2008
"Put Jack Black's voice in a warm big fluffy Panda, and you just have to love him.",8,"Even though he is as much a motor-mouth as so many other actors who become annoying with time, there is something incessantly likable about Jack Black. Put his voice in a warm big fluffy Panda, and you just have to love him. Put this Panda in a Kung Fu setting complete with training-school dojo, grand masters and a nemesis to fear, and you have the first Dreamworks Animation movie that can stand up among Pixar's annual excellence as one of the best 3D animation movies made.A Giant Panda is a 250-pound black-and-white bear that lives in the mountains of China, and although carnivorous, the panda has a diet which is 99% bamboo. That's how pacifist it is. But when Po (Jack Black) gets accidentally selected as the mighty Dragon Warrior by the Grand Master, there is no option left but for Master Shifu (Dustin Hoffman) to train the clumsy Panda into a Warrior of the highest order  much to the resentment of the Furious Five (Tigress, Monkey, Viper, Crane, Mantis). But Po, as much as he loves Kung Fu lore, would rather eat. Yes, that's how pacifist he is. But Master Shifu has not much choice as his ex-student, the evil Tai Lung, has escaped from his maximum security prison to claim the position of Dragon Warrior for himself.Some sequences in this movie are breathtaking, I exulted at the thought of animation finally telling us such diverse stories. Two sequences (and this is not a spoiler): Tai Lung's escape from prison and the foot-bridge fight are extraordinary in exigency. Dreamworks has been churning out animated movies for a few years now, but apart from Shrek, none of their movies have really hit any mark. But this is easily the best animated movie out of their bucket yet. The voice cast, although stellar, does not overshadow the characters with their star-power. The likes of Jackie Chan and Angelina Jolie get limited voice-time, but just as much as the movie requires. Jack Black & Dustin Hoffman are wonderful as loud obnoxious student & controlled cool master. And unlike Madagascar, the movie has very soft colors, curves and a glowing focus. It works very well with the cuddly look of the Panda.A special mention for Tai Lung. Not since Lion King's Scar has a villain taken himself so seriously. Tai Lung is a warrior extraordinaire, and he is beyond humor or humility. Just like Jeremy Irons' Scar, Ian McShane's Tai Lung speaks with a sense of superiority. It makes him that much more of a nemesis  a villain worthy of a much more formidable opponent than a pacifist panda. See, that's how impressive his sense of superiority is! My rating --> 4 of 5",22 June 2008
That was Delightful!,9,"Kung Fu Panda - Po the Panda (Jack Black) must somehow become a Kung Fu Master in order to save the Valley of Peace from a villainous snow leopard, Tai Lung. Set in the legendary world of ancient China, it features the voice talents of Angelina Jolie, David Cross, Dustin Hoffman, Seth Rogen, Lucy Liu, and Jackie Chan (kind of).At first glance the movie looked like a pass, mostly because of a crap title and Jack Black's less than good batting average lately. The kung fu genre has also kind of been mocked and done to death. This is the day of CGI and the superheroes.But this movie, on the whole, is delightful. It is funny and cool, and not in a topical way. It also stays away from the usual fart and pee jokes that movie execs push in when they can't admit they don't know what kids like these days. No. This movie is actually honest to goodness funny. It's also got some very good action sequences, and doesn't do the same tired montages we've seen before. Po learning shaolin in a couple days seems to go down a lot smoother than Daniel-san winning a karate contest after a week of manual labor, because of the excellent decision to do this in cartoon format, and because of Po himself. There hasn't been quite this good a protagonist in an animated film in awhile. Po is a goodnatured but cowardly and overweight nerd, just like most martial arts nerds. He's the sort of guy who worships the martial arts, like me and my friends used to (hell, still do), but never had the time or discipline to learn (1 year of Aikido and 3 months of Tae Kwon Do for me. Nothing stuck). Speaking of martial arts, the movie doesn't shy away from the action either. There's about as much awesomeness as a PG cartoon can get away with. The animators did an excellent job. Of course this movie treads on familiar ground (""believing in yourself"" etc etc). It's a labor of love towards the martial arts and an attempt to keep their spirit alive.Jack Black plays it just right without going overboard like he's prone to do, and the result is one of my favorite characters in their extensive movie list. Dustin Hoffman plays sound support as the Red Panda Master. Seh Rogen is hilarious and Ian McShane always plays a good villain as the Evil Leopard Tai Lung. It was a pleasant surprise to hear Michael Clarke Duncan and David Cross as well.I'll probably purchase the DVD for this one. A truly pleasant surprise from a movie I expected little from about a panda nobody expected anything from, Kung Fu Panda gets an A-.(now don't get greedy an make a sequel now. I had to endure trailers for Madagascar 2 and Pink Panther 2 to get to this)",21 June 2008
An Enjoyable Movie to Enjoy with Great Enjoyment,9,"Go. See. This. Movie.First of all, thank God for an animated kids movie with no fart jokes in it! The humor is cute, satirical, ironic, or slapstick, but not cheap or vulgar.And don't worry about being too old for this movie. I'm 49, and I, my wife, my 18 y.o. son, and my 21 y.o. daughter all thought it was great! I was *rolling* on the floor at some of the dialog and situations. In the opening scene, Jack Black begins ""Legend tells of a legendary hero whose kung fu skills were the stuff of Le-Gend-uh"" - classic!I think the re-watch potential for this movie is really pretty high, even for adults - there are nuances and jokes in throwaway lines and in the edges of the screen, that bear looking for in 2nd and 3rd viewings.And at times, just sit back and admire some of the most beautiful scenery animation - the scene of Po under the Peach Tree of Wisdom as the camera pans back holds just long enough for you to just look and admire the artistic work that went into this movie.Don't get me wrong - this is hardly ""film"" - but definitely ""an enjoyable movie to enjoy with great enjoyment,"" as Po might say.(Tip: try to go to a show that is past most small children's bedtime - some of the little kids at our showing lost it at the 1 hour mark, most kids can sit still for only so long.)",20 June 2008
Awesome movie full of bodacity,10,"This movie works well for kids, teens, and adults. My family went to this for Father's Day and two 40ish-year-olds, 19 year old, 18 year old, and 15 year old all thoroughly enjoyed it, laughing out loud numerous times throughout the movie.It was a mix of old kung fu movie nostalgia, The Matrix fight scene choreography, awesome animation, and the humor of Jack Black. A winning combination and I hope they do a sequel because I could have watched this all day.The movie has a great story that keeps you you in anticipation, is paced very well, and while you know how this movie will end it is still surprising and pays off in a big way.",16 June 2008
Great for kids and adults!,9,This movie was funny me and my five year old daughter went to go see this movie yesterday. I always think movies like this are nothing but another kids movie. But this was pretty funny. Not only this is a comedy but it also has morals in this movie. But mainly scenes to make you laugh. I definitely recommend to see this movie 100%. you will definitely think different about this movie but not another kiddie movie. This movie also contains some morals for kids that help raise a good kid until they become teenagers. ha ha ha! But this is also kind of violent for kids so..... parental guidance suggested you know. You will not regret seeing this show.,15 June 2008
"Nothing new, but still fresh",9,"Family movies over the past couple of years have digressed into mindless entertainment, save a few examples. The humor has been shallow, nearly non-existent. To me a family movie is something where the entire family enjoy it. The humor appeals to both children (potty humor, slap stick) to the older crowd (CLEVERLY disguised innuendo and classic media references). I would argue that Family movies are the most difficult genre to work in, because one must successfully strike that delicate balance while being neither preachy or boring.Kung Fu Panda is a worthy entry in to the pantheon of the classics. While I am not arrogant enough to place this one on the level of Disney from the golden age to the Pixar achievements, it makes its own unique contribution to a tired story that has been played out time and time again. The kind hearted, but initially inept subject overcoming their shortcomings is a movie staple. However, its treatment in this story is fresh. The voice actors play their bits wonderfully. While I was aware of a star studded cast going in, they allowed their characters to speak for them rather than vice versa.So, the contrived plot points are really what hold this movie back. But, the humor with how they are treated allow this to be looked over. Instead, look for the interesting way that clichés are handled. I enjoyed this film. I had fun, and that's what I wanted.",14 June 2008
Prepare for absolute awesomeness,10,"Finally, an animated-CGI film I absolutely adore! I love Jack Black as it was, but him as a panda is the icing on the cake.Black voices Po, a lovable yet lazy panda who is chosen as the legendary Dragon Warrior. The Dragon Warrior is the master of Kung Fu who will protect China from the deadly Tai Laung. Problem is, Po's trainer Master Shifu (Dustin Hoffman) believes it's a mistake and that one of the Furious Five should be chosen. All the voices and animals are remarkably charming minus Tigress (Jolie). With loads of action, comedy, bright colors and an amazing time, Po rises to complete awesomeness.You will laugh, maybe cry at Po and his comrades in this wonderfully paced adventure comedy from Dreamworks. Hopefully, it's great success won't lead to a sequel which would ruin its spunk. I personally think I laughed more than the little kids in the theater, it appeals to adults and kids, mostly adults I think.",13 June 2008
"Beautifully filmed, disgusting, politically correct",2,"From the technical standpoint, it's excellent.From the point of the idea it promotes - it's disgusting. What's the idea? To succeed, you don't have to work hard. Just be a good guy, have good heart, overcome yourself, and you will win and succeed in no time more than 5 superstars who were working in this area for years.This is patented politically-correct American ideology: professionalism is not important; communication skills are. Work on your soul a little bit, and you will achieve what you want.In fact, it's ""Forrest Gump"" for kids. The idiot has an inherent advantage. The smart and capable will always trip in the critical moment, and the idiot will win.What does it teach the kids? you don't have to work hard. No need to spend years on training and polishing your skills. No need to be smart. Just be a good guy, be at the right place in the right moment, and the rest will come.I actually have left with my kid form the middle of the movie - I didn't want him to be spoiled by this ideology.",22 June 2008
